id,breed,horse_age,horse_gender,feed_keywords,temp_max,temp_min,precipitation,location,colic_keywords,feed_count,horse_keeping,age_group,risk_combination,is_colic
2898,Deutsches Reitpony,16,stallion,corn,34.1,24.4,0.2,Hanover,displacement,0,stable,16-20,stallion_stable,True
2899,Arabisches Vollblut,30,gelding,corn,2.8,-6.2,0.4,Nuremberg,spasmodic,0,pasture,21+,gelding_pasture,True
2900,Friese,3,mare,hay,2.4,-1.3,0.0,Dresden,impaction,0,stable,0-5,mare_stable,True
2901,Oldenburger,14,stallion,haylage,13.4,3.9,0.0,Stuttgart,gas,0,pasture,11-15,stallion_pasture,True
2902,Württemberger,20,stallion,corn,8.1,0.2,0.4,Frankfurt,displacement,0,pasture,16-20,stallion_pasture,True
2903,Holsteiner,3,stallion,fresh grass,31.1,13.6,0.0,Nuremberg,gas,0,stable,0-5,stallion_stable,True
2904,Arabisches Vollblut,6,stallion,straw,31.1,17.5,0.0,Hanover,sand,0,paddock,6-10,stallion_paddock,True
2905,American Quarter Horse,9,stallion,hay,12.9,9.9,0.0,Hamburg,sand,0,paddock,6-10,stallion_paddock,True
2906,Andalusier,7,gelding,straw,25.5,13.6,0.0,Dresden,spasmodic,0,pasture,6-10,gelding_pasture,True
2907,Hannoveraner,1,mare,silage,26.2,14.2,0.0,Hamburg,spasmodic,0,paddock,0-5,mare_paddock,True
2908,Oldenburger,13,stallion,fresh grass,21.8,8.6,0.1,Hamburg,spasmodic,0,pasture,11-15,stallion_pasture,True
2909,Deutsches Reitpony,5,mare,hay,10.7,4.7,1.6,Stuttgart,sand,0,pasture,0-5,mare_pasture,True
2910,American Quarter Horse,6,mare,haylage,6.9,1.2,2.0,Frankfurt,torsion,0,paddock,6-10,mare_paddock,True
2911,Welsh Pony,5,gelding,silage,6.0,-2.0,0.0,Stuttgart,displacement,0,stable,0-5,gelding_stable,True
2912,Württemberger,29,stallion,corn,1.9,-12.9,0.0,Stuttgart,displacement,0,paddock,21+,stallion_paddock,True
2913,Haflinger,27,stallion,silage,6.4,4.0,0.1,Cologne,sand,0,pasture,21+,stallion_pasture,True
2914,Andalusier,15,stallion,haylage,10.6,6.0,0.2,Leipzig,gas,0,paddock,11-15,stallion_paddock,True
2915,Shetlandpony,18,gelding,pellets,1.8,-3.1,0.3,Hamburg,displacement,0,paddock,16-20,gelding_paddock,True
2916,Oldenburger,26,gelding,haylage,9.7,4.2,0.0,Frankfurt,sand,0,stable,21+,gelding_stable,True
2917,Holsteiner,7,stallion,straw,4.9,-1.5,2.1,Nuremberg,gas,0,pasture,6-10,stallion_pasture,True
2918,Andalusier,22,stallion,haylage,14.1,7.7,5.2,Stuttgart,gas,0,stable,21+,stallion_stable,True
2919,Islandpferd,17,mare,fresh grass,20.6,9.7,0.6,Hanover,spasmodic,0,pasture,16-20,mare_pasture,True
2920,Friese,6,mare,hay,14.0,1.5,0.0,Cologne,sand,0,paddock,6-10,mare_paddock,True
2921,Württemberger,20,gelding,silage,10.0,-4.4,0.0,Stuttgart,displacement,0,stable,16-20,gelding_stable,True
2922,Islandpferd,16,stallion,hay,20.0,12.6,8.7,Hamburg,sand,0,pasture,16-20,stallion_pasture,True
2923,Trakehner,6,gelding,haylage,20.0,12.1,1.1,Dresden,spasmodic,0,stable,6-10,gelding_stable,True
2924,Englische Vollblüter,3,mare,hay,4.2,0.3,0.0,Frankfurt,impaction,0,pasture,0-5,mare_pasture,True
2925,Württemberger,4,gelding,hay,16.1,-1.3,0.0,Munich,sand,0,stable,0-5,gelding_stable,True
2926,Deutsches Reitpony,16,stallion,pellets,19.2,15.1,4.8,Hamburg,displacement,0,stable,16-20,stallion_stable,True
2927,Oldenburger,29,gelding,haylage,21.1,12.2,0.2,Dresden,gas,0,pasture,21+,gelding_pasture,True
2928,Holsteiner,9,gelding,straw,8.7,-2.4,1.2,Nuremberg,spasmodic,0,stable,6-10,gelding_stable,True
2929,Shetlandpony,5,gelding,hay,22.5,13.4,0.0,Hamburg,spasmodic,0,stable,0-5,gelding_stable,True
2930,Shetlandpony,30,mare,silage,17.0,2.7,0.0,Stuttgart,displacement,0,stable,21+,mare_stable,True
2931,Deutsches Reitpony,5,stallion,hay,7.3,2.8,16.8,Dresden,sand,0,paddock,0-5,stallion_paddock,True
2932,Shetlandpony,19,gelding,straw,13.2,8.7,3.3,Hamburg,sand,0,stable,16-20,gelding_stable,True
2933,Appaloosa,22,gelding,straw,13.2,-1.4,0.0,Munich,impaction,0,paddock,21+,gelding_paddock,True
2934,Hannoveraner,26,gelding,silage,16.4,8.0,10.4,Nuremberg,displacement,0,stable,21+,gelding_stable,True
2935,Welsh Pony,30,mare,fresh grass,25.4,14.6,0.4,Leipzig,spasmodic,0,stable,21+,mare_stable,True
2936,Haflinger,29,gelding,silage,24.7,11.7,0.1,Berlin,displacement,0,paddock,21+,gelding_paddock,True
2937,Hannoveraner,3,gelding,haylage,21.1,14.1,0.2,Cologne,gas,0,paddock,0-5,gelding_paddock,True
2938,Paint Horse,3,gelding,silage,20.2,14.7,0.0,Berlin,sand,0,pasture,0-5,gelding_pasture,True
2939,Shetlandpony,29,gelding,pellets,2.2,-4.6,0.0,Berlin,gas,0,stable,21+,gelding_stable,True
2940,Welsh Pony,22,stallion,corn,2.9,-13.4,0.0,Nuremberg,displacement,0,stable,21+,stallion_stable,True
2941,Friese,12,mare,pellets,0.0,-16.1,0.0,Munich,gas,0,stable,11-15,mare_stable,True
2942,Deutsches Reitpony,18,stallion,straw,-1.9,-6.8,0.0,Hamburg,impaction,0,pasture,16-20,stallion_pasture,True
2943,Appaloosa,1,gelding,hay,14.4,10.8,10.8,Hamburg,sand,0,paddock,0-5,gelding_paddock,True
2944,Deutsches Reitpony,8,mare,fresh grass,10.7,8.4,1.8,Hamburg,displacement,0,stable,6-10,mare_stable,True
2945,Friese,17,gelding,haylage,21.1,7.0,0.0,Leipzig,spasmodic,0,pasture,16-20,gelding_pasture,True
2946,Islandpferd,15,stallion,hay,3.1,-3.8,0.0,Leipzig,sand,0,paddock,11-15,stallion_paddock,True
2947,American Quarter Horse,15,gelding,hay,12.9,5.4,0.0,Cologne,torsion,0,stable,11-15,gelding_stable,True
2948,Haflinger,13,gelding,hay,16.4,5.7,0.0,Nuremberg,sand,0,paddock,11-15,gelding_paddock,True
2949,Arabisches Vollblut,1,gelding,silage,33.2,18.5,0.0,Hamburg,displacement,0,stable,0-5,gelding_stable,True
2950,Shetlandpony,15,mare,silage,16.6,2.7,0.0,Cologne,displacement,0,stable,11-15,mare_stable,True
2951,Deutsches Reitpony,6,stallion,hay,23.7,8.0,0.1,Frankfurt,sand,0,paddock,6-10,stallion_paddock,True
2952,Friese,12,gelding,hay,2.9,-1.6,0.0,Leipzig,sand,0,stable,11-15,gelding_stable,True
2953,Arabisches Vollblut,6,stallion,corn,10.8,3.2,0.0,Dresden,sand,0,paddock,6-10,stallion_paddock,True
2954,Appaloosa,12,stallion,straw,10.3,6.8,7.8,Frankfurt,displacement,0,pasture,11-15,stallion_pasture,True
2955,Lipizzaner,18,gelding,hay,3.4,-0.8,0.3,Dresden,torsion,0,stable,16-20,gelding_stable,True
2956,Deutsches Reitpony,23,mare,pellets,17.2,12.4,2.1,Hamburg,displacement,0,pasture,21+,mare_pasture,True
2957,Oldenburger,12,stallion,corn,14.2,10.0,5.5,Frankfurt,torsion,0,pasture,11-15,stallion_pasture,True
2958,Arabisches Vollblut,17,stallion,pellets,27.8,13.6,0.0,Hamburg,sand,0,paddock,16-20,stallion_paddock,True
2959,Trakehner,12,mare,fresh grass,14.4,6.6,17.5,Cologne,displacement,0,paddock,11-15,mare_paddock,True
2960,Oldenburger,23,stallion,straw,-7.2,-12.9,1.0,Dresden,impaction,0,stable,21+,stallion_stable,True
2961,Deutsches Reitpony,15,mare,straw,9.0,4.4,20.3,Cologne,gas,0,stable,11-15,mare_stable,True
2962,Holsteiner,19,gelding,silage,7.5,3.9,10.3,Stuttgart,spasmodic,0,paddock,16-20,gelding_paddock,True
2963,Lipizzaner,17,gelding,straw,35.9,21.5,0.5,Hanover,spasmodic,0,stable,16-20,gelding_stable,True
2964,Friese,12,mare,corn,13.9,8.9,0.6,Leipzig,gas,0,stable,11-15,mare_stable,True
2965,Andalusier,7,gelding,hay,15.5,3.8,0.0,Munich,impaction,0,stable,6-10,gelding_stable,True
2966,Englische Vollblüter,24,gelding,straw,25.3,12.9,0.1,Stuttgart,impaction,0,paddock,21+,gelding_paddock,True
2967,Haflinger,10,gelding,pellets,13.6,5.0,7.3,Nuremberg,sand,0,paddock,6-10,gelding_paddock,True
2968,Islandpferd,27,gelding,fresh grass,15.3,7.7,4.9,Munich,gas,0,paddock,21+,gelding_paddock,True
2969,Englische Vollblüter,7,stallion,hay,6.5,-0.8,0.0,Dresden,sand,0,paddock,6-10,stallion_paddock,True
2970,Friese,22,gelding,pellets,21.5,12.6,4.9,Hanover,spasmodic,0,stable,21+,gelding_stable,True
2971,Appaloosa,27,mare,silage,13.8,10.5,10.1,Leipzig,displacement,0,stable,21+,mare_stable,True
2972,Lipizzaner,21,mare,haylage,12.9,5.4,13.3,Leipzig,gas,0,paddock,21+,mare_paddock,True
2973,American Quarter Horse,12,mare,pellets,15.3,2.5,0.0,Hamburg,spasmodic,0,stable,11-15,mare_stable,True
2974,Lipizzaner,6,stallion,corn,30.0,20.1,3.6,Nuremberg,impaction,0,paddock,6-10,stallion_paddock,True
2975,Deutsches Reitpony,13,gelding,hay,26.7,13.5,1.8,Nuremberg,torsion,0,pasture,11-15,gelding_pasture,True
2976,Oldenburger,24,mare,fresh grass,7.5,2.4,0.9,Leipzig,impaction,0,paddock,21+,mare_paddock,True
2977,Oldenburger,29,mare,haylage,6.4,1.5,0.3,Hamburg,impaction,0,paddock,21+,mare_paddock,True
2978,Westfale,18,stallion,fresh grass,5.1,-0.1,11.6,Munich,impaction,0,paddock,16-20,stallion_paddock,True
2979,Trakehner,20,mare,silage,3.9,-2.7,0.0,Stuttgart,spasmodic,0,paddock,16-20,mare_paddock,True
2980,Hannoveraner,6,stallion,hay,23.9,10.8,0.0,Berlin,spasmodic,0,stable,6-10,stallion_stable,True
2981,Trakehner,23,mare,fresh grass,3.1,-1.9,0.3,Berlin,impaction,0,pasture,21+,mare_pasture,True
2982,Westfale,22,stallion,pellets,10.8,5.8,4.6,Dresden,sand,0,stable,21+,stallion_stable,True
2983,Islandpferd,22,mare,fresh grass,7.5,-1.6,1.3,Nuremberg,impaction,0,paddock,21+,mare_paddock,True
2984,Appaloosa,22,mare,straw,22.5,16.1,10.7,Stuttgart,impaction,0,pasture,21+,mare_pasture,True
2985,Württemberger,9,mare,straw,6.7,0.0,2.5,Nuremberg,gas,0,pasture,6-10,mare_pasture,True
2986,Württemberger,19,gelding,corn,5.9,2.2,0.6,Berlin,displacement,0,pasture,16-20,gelding_pasture,True
2987,Deutsches Reitpony,12,stallion,silage,6.1,1.7,3.4,Hamburg,spasmodic,0,pasture,11-15,stallion_pasture,True
2988,Holsteiner,7,mare,fresh grass,23.0,10.3,0.0,Munich,spasmodic,0,stable,6-10,mare_stable,True
2989,Westfale,26,stallion,hay,26.4,18.2,0.0,Cologne,gas,0,pasture,21+,stallion_pasture,True
2990,Württemberger,11,stallion,pellets,20.8,15.7,3.4,Dresden,spasmodic,0,paddock,11-15,stallion_paddock,True
2991,Lipizzaner,1,gelding,straw,1.7,-2.5,0.9,Leipzig,impaction,0,stable,0-5,gelding_stable,True
2992,American Quarter Horse,19,gelding,silage,28.9,18.3,0.9,Nuremberg,displacement,0,stable,16-20,gelding_stable,True
2993,Paint Horse,17,stallion,hay,14.9,7.6,4.5,Nuremberg,sand,0,paddock,16-20,stallion_paddock,True
2994,Englische Vollblüter,15,stallion,corn,16.1,5.6,0.0,Dresden,displacement,0,paddock,11-15,stallion_paddock,True
2995,Welsh Pony,17,stallion,fresh grass,4.4,-4.5,0.0,Leipzig,spasmodic,0,pasture,16-20,stallion_pasture,True
2996,Holsteiner,21,stallion,fresh grass,11.8,7.2,2.6,Dresden,impaction,0,stable,21+,stallion_stable,True
2997,Holsteiner,27,mare,hay,19.4,13.3,3.4,Frankfurt,impaction,0,stable,21+,mare_stable,True
2998,Andalusier,28,gelding,hay,22.2,3.0,0.0,Nuremberg,displacement,0,stable,21+,gelding_stable,True
2999,Paint Horse,9,mare,pellets,29.8,20.6,0.7,Cologne,impaction,0,pasture,6-10,mare_pasture,True
3000,Lipizzaner,13,gelding,haylage,20.4,12.5,3.2,Hanover,impaction,0,paddock,11-15,gelding_paddock,True
3001,Appaloosa,9,mare,silage,7.5,-0.4,0.0,Hanover,spasmodic,0,paddock,6-10,mare_paddock,True
3002,Englische Vollblüter,26,gelding,corn,15.1,4.8,0.6,Cologne,spasmodic,0,stable,21+,gelding_stable,True
3003,American Quarter Horse,13,stallion,haylage,7.2,3.0,4.0,Hamburg,displacement,0,stable,11-15,stallion_stable,True
3004,Paint Horse,26,gelding,haylage,27.1,17.6,5.0,Hanover,displacement,0,pasture,21+,gelding_pasture,True
3005,Arabisches Vollblut,21,mare,silage,10.4,7.2,8.0,Frankfurt,displacement,0,stable,21+,mare_stable,True
3006,Andalusier,7,gelding,haylage,17.5,6.2,0.1,Leipzig,impaction,0,paddock,6-10,gelding_paddock,True
3007,Friese,15,mare,pellets,31.8,18.5,0.9,Hamburg,impaction,0,paddock,11-15,mare_paddock,True
3008,Islandpferd,25,stallion,haylage,10.2,0.7,0.2,Berlin,gas,0,pasture,21+,stallion_pasture,True
3009,Islandpferd,14,gelding,corn,26.9,11.1,0.0,Nuremberg,impaction,0,pasture,11-15,gelding_pasture,True
3010,Holsteiner,17,mare,straw,13.1,-0.1,0.0,Nuremberg,sand,0,paddock,16-20,mare_paddock,True
3011,Oldenburger,1,mare,corn,8.3,2.5,11.1,Cologne,spasmodic,0,paddock,0-5,mare_paddock,True
3012,Appaloosa,29,stallion,haylage,23.3,8.0,0.0,Stuttgart,torsion,0,paddock,21+,stallion_paddock,True
3013,Arabisches Vollblut,3,gelding,hay,27.2,12.2,1.1,Dresden,spasmodic,0,stable,0-5,gelding_stable,True
3014,Hannoveraner,19,stallion,haylage,0.7,-0.7,0.0,Hamburg,spasmodic,0,stable,16-20,stallion_stable,True
3015,Andalusier,7,gelding,straw,13.9,9.3,1.2,Dresden,sand,0,stable,6-10,gelding_stable,True
3016,Deutsches Reitpony,10,stallion,straw,8.4,1.8,0.7,Dresden,sand,0,paddock,6-10,stallion_paddock,True
3017,Shetlandpony,6,gelding,haylage,21.0,9.0,0.3,Hamburg,spasmodic,0,stable,6-10,gelding_stable,True
3018,Welsh Pony,11,stallion,pellets,29.4,18.2,0.1,Stuttgart,sand,0,pasture,11-15,stallion_pasture,True
3019,Westfale,29,stallion,fresh grass,22.0,15.3,6.6,Stuttgart,sand,0,paddock,21+,stallion_paddock,True
3020,Lipizzaner,20,mare,straw,11.5,3.3,4.2,Berlin,sand,0,paddock,16-20,mare_paddock,True
3021,Deutsches Reitpony,15,mare,fresh grass,9.2,6.3,0.0,Hamburg,spasmodic,0,pasture,11-15,mare_pasture,True
3022,American Quarter Horse,3,gelding,haylage,2.0,-3.6,0.0,Frankfurt,sand,0,paddock,0-5,gelding_paddock,True
3023,Trakehner,13,mare,pellets,1.7,0.0,0.0,Berlin,displacement,0,paddock,11-15,mare_paddock,True
3024,Württemberger,23,gelding,straw,18.1,6.3,0.0,Stuttgart,impaction,0,pasture,21+,gelding_pasture,True
3025,Holsteiner,4,stallion,fresh grass,10.5,1.5,0.5,Munich,gas,0,paddock,0-5,stallion_paddock,True
3026,Haflinger,17,stallion,fresh grass,14.2,7.9,0.1,Berlin,gas,0,pasture,16-20,stallion_pasture,True
3027,Oldenburger,3,stallion,corn,27.3,17.9,2.3,Nuremberg,spasmodic,0,stable,0-5,stallion_stable,True
3028,Paint Horse,25,gelding,haylage,26.7,14.8,0.0,Frankfurt,displacement,0,pasture,21+,gelding_pasture,True
3029,Lipizzaner,18,stallion,pellets,12.4,3.4,0.0,Berlin,spasmodic,0,paddock,16-20,stallion_paddock,True
3030,Welsh Pony,13,gelding,corn,9.6,-1.4,0.0,Berlin,sand,0,stable,11-15,gelding_stable,True
3031,Württemberger,22,gelding,corn,20.7,13.4,0.8,Stuttgart,sand,0,paddock,21+,gelding_paddock,True
3032,Oldenburger,20,stallion,silage,5.9,-5.2,0.0,Stuttgart,sand,0,pasture,16-20,stallion_pasture,True
3033,Appaloosa,3,gelding,hay,27.9,18.7,0.0,Dresden,spasmodic,0,stable,0-5,gelding_stable,True
3034,Lipizzaner,29,mare,hay,1.1,-5.4,0.0,Leipzig,sand,0,paddock,21+,mare_paddock,True
3035,Hannoveraner,6,mare,corn,15.3,9.0,1.8,Frankfurt,spasmodic,0,pasture,6-10,mare_pasture,True
3036,Islandpferd,30,mare,straw,13.6,4.2,1.6,Dresden,impaction,0,pasture,21+,mare_pasture,True
3037,Württemberger,17,stallion,haylage,1.6,-0.9,2.2,Stuttgart,impaction,0,paddock,16-20,stallion_paddock,True
3038,Trakehner,23,stallion,pellets,27.6,16.9,3.5,Nuremberg,displacement,0,pasture,21+,stallion_pasture,True
3039,Islandpferd,2,gelding,silage,26.6,16.0,0.0,Leipzig,impaction,0,paddock,0-5,gelding_paddock,True
3040,Paint Horse,3,stallion,hay,27.4,16.0,0.2,Berlin,displacement,0,pasture,0-5,stallion_pasture,True
3041,Oldenburger,9,mare,fresh grass,16.0,8.9,13.6,Hanover,displacement,0,paddock,6-10,mare_paddock,True
3042,Friese,23,stallion,fresh grass,12.0,4.5,1.2,Cologne,gas,0,stable,21+,stallion_stable,True
3043,Deutsches Reitpony,5,mare,straw,28.0,16.5,0.3,Hanover,gas,0,stable,0-5,mare_stable,True
3044,Appaloosa,13,gelding,straw,10.1,3.6,1.7,Dresden,sand,0,paddock,11-15,gelding_paddock,True
3045,Islandpferd,24,mare,haylage,19.6,6.9,0.2,Leipzig,displacement,0,stable,21+,mare_stable,True
3046,Haflinger,18,stallion,silage,7.2,3.5,6.3,Berlin,spasmodic,0,pasture,16-20,stallion_pasture,True
3047,Englische Vollblüter,18,mare,haylage,14.5,3.5,0.0,Cologne,gas,0,paddock,16-20,mare_paddock,True
3048,Hannoveraner,26,mare,haylage,28.7,20.6,1.1,Berlin,displacement,0,paddock,21+,mare_paddock,True
3049,Islandpferd,22,stallion,corn,19.3,10.3,0.0,Hamburg,spasmodic,0,pasture,21+,stallion_pasture,True
3050,Haflinger,20,stallion,corn,5.2,-1.2,7.9,Stuttgart,spasmodic,0,pasture,16-20,stallion_pasture,True
3051,Andalusier,1,stallion,haylage,13.3,5.9,0.9,Cologne,sand,0,pasture,0-5,stallion_pasture,True
3052,Friese,30,stallion,pellets,16.9,8.2,2.3,Hanover,gas,0,stable,21+,stallion_stable,True
3053,Arabisches Vollblut,26,gelding,corn,9.6,6.6,10.4,Stuttgart,torsion,0,paddock,21+,gelding_paddock,True
3054,Westfale,14,stallion,hay,6.9,2.3,1.3,Leipzig,sand,0,paddock,11-15,stallion_paddock,True
3055,Appaloosa,27,stallion,hay,24.6,18.9,16.1,Hanover,sand,0,paddock,21+,stallion_paddock,True
3056,Englische Vollblüter,22,gelding,straw,17.2,8.9,0.0,Cologne,impaction,0,pasture,21+,gelding_pasture,True
3057,Württemberger,26,mare,corn,27.1,14.9,0.0,Frankfurt,torsion,0,stable,21+,mare_stable,True
3058,Trakehner,19,mare,hay,18.4,4.7,0.2,Nuremberg,torsion,0,stable,16-20,mare_stable,True
3059,Württemberger,25,stallion,corn,25.7,20.5,1.4,Nuremberg,spasmodic,0,paddock,21+,stallion_paddock,True
3060,Hannoveraner,30,stallion,straw,27.1,17.7,0.0,Cologne,impaction,0,pasture,21+,stallion_pasture,True
3061,Islandpferd,12,stallion,silage,11.6,3.4,0.0,Cologne,displacement,0,stable,11-15,stallion_stable,True
3062,Paint Horse,22,mare,corn,22.8,8.4,0.0,Stuttgart,spasmodic,0,paddock,21+,mare_paddock,True
3063,Westfale,23,gelding,corn,14.3,-1.2,0.0,Munich,impaction,0,paddock,21+,gelding_paddock,True
3064,Andalusier,29,mare,pellets,25.7,16.9,0.2,Cologne,spasmodic,0,stable,21+,mare_stable,True
3065,Lipizzaner,27,stallion,pellets,12.3,4.4,5.3,Stuttgart,displacement,0,pasture,21+,stallion_pasture,True
3066,Trakehner,24,gelding,fresh grass,13.7,6.3,11.5,Hamburg,spasmodic,0,stable,21+,gelding_stable,True
3067,American Quarter Horse,24,stallion,pellets,16.3,8.5,0.0,Dresden,gas,0,pasture,21+,stallion_pasture,True
3068,Shetlandpony,11,mare,hay,17.4,9.7,0.8,Cologne,spasmodic,0,pasture,11-15,mare_pasture,True
3069,Holsteiner,23,mare,haylage,13.1,3.0,0.4,Munich,displacement,0,paddock,21+,mare_paddock,True
3070,Lipizzaner,2,gelding,fresh grass,21.5,7.6,0.1,Munich,gas,0,stable,0-5,gelding_stable,True
3071,Paint Horse,5,mare,hay,30.5,22.7,0.7,Cologne,impaction,0,pasture,0-5,mare_pasture,True
3072,Appaloosa,7,mare,straw,29.0,19.5,0.0,Cologne,sand,0,paddock,6-10,mare_paddock,True
3073,Arabisches Vollblut,14,stallion,corn,18.2,12.8,1.1,Berlin,impaction,0,pasture,11-15,stallion_pasture,True
3074,Haflinger,12,mare,fresh grass,32.2,24.1,0.6,Hanover,torsion,0,pasture,11-15,mare_pasture,True
3075,Friese,10,stallion,haylage,21.3,13.1,4.3,Frankfurt,torsion,0,pasture,6-10,stallion_pasture,True
3076,Englische Vollblüter,2,mare,straw,7.4,-1.2,0.0,Dresden,torsion,0,stable,0-5,mare_stable,True
3077,American Quarter Horse,16,gelding,silage,34.1,24.4,0.2,Hanover,displacement,0,stable,16-20,gelding_stable,True
3078,Shetlandpony,21,stallion,fresh grass,7.9,3.2,1.6,Leipzig,sand,0,pasture,21+,stallion_pasture,True
3079,Haflinger,10,mare,hay,12.6,-4.7,0.0,Nuremberg,sand,0,pasture,6-10,mare_pasture,True
3080,Trakehner,15,gelding,hay,3.8,1.4,1.4,Hamburg,sand,0,paddock,11-15,gelding_paddock,True
3081,American Quarter Horse,16,gelding,corn,21.0,14.2,15.3,Frankfurt,impaction,0,stable,16-20,gelding_stable,True
3082,Arabisches Vollblut,12,mare,hay,19.6,7.3,0.0,Berlin,impaction,0,stable,11-15,mare_stable,True
3083,Islandpferd,23,gelding,hay,24.7,17.2,0.0,Berlin,sand,0,stable,21+,gelding_stable,True
3084,Deutsches Reitpony,17,gelding,corn,8.2,0.4,0.7,Hamburg,displacement,0,paddock,16-20,gelding_paddock,True
3085,Westfale,15,gelding,haylage,2.9,0.8,13.2,Frankfurt,torsion,0,paddock,11-15,gelding_paddock,True
3086,Deutsches Reitpony,29,stallion,fresh grass,4.0,0.1,2.6,Frankfurt,displacement,0,stable,21+,stallion_stable,True
3087,Paint Horse,13,gelding,fresh grass,1.5,-3.3,3.0,Munich,impaction,0,pasture,11-15,gelding_pasture,True
3088,Arabisches Vollblut,3,mare,corn,14.3,-1.9,0.0,Hanover,torsion,0,pasture,0-5,mare_pasture,True
3089,Shetlandpony,16,stallion,haylage,18.2,8.3,5.0,Hanover,torsion,0,pasture,16-20,stallion_pasture,True
3090,Arabisches Vollblut,21,gelding,fresh grass,4.8,1.9,8.1,Hamburg,gas,0,stable,21+,gelding_stable,True
3091,Württemberger,4,stallion,fresh grass,11.0,3.5,0.0,Hamburg,gas,0,pasture,0-5,stallion_pasture,True
3092,Shetlandpony,19,mare,hay,17.6,12.6,0.7,Dresden,sand,0,stable,16-20,mare_stable,True
3093,Hannoveraner,11,gelding,fresh grass,4.4,-0.1,1.7,Cologne,gas,0,paddock,11-15,gelding_paddock,True
3094,Friese,2,mare,corn,18.1,5.2,0.0,Leipzig,sand,0,pasture,0-5,mare_pasture,True
3095,Holsteiner,30,stallion,hay,6.4,2.6,0.0,Dresden,displacement,0,pasture,21+,stallion_pasture,True
3096,Welsh Pony,26,gelding,hay,6.2,-0.5,3.0,Dresden,gas,0,stable,21+,gelding_stable,True
3097,Westfale,1,mare,hay,14.4,7.6,0.7,Frankfurt,spasmodic,0,stable,0-5,mare_stable,True
3098,Arabisches Vollblut,5,stallion,silage,23.7,8.5,0.0,Stuttgart,displacement,0,pasture,0-5,stallion_pasture,True
3099,Arabisches Vollblut,5,gelding,corn,17.9,12.3,7.0,Frankfurt,torsion,0,pasture,0-5,gelding_pasture,True
3100,Paint Horse,20,mare,haylage,26.5,13.1,0.0,Dresden,sand,0,stable,16-20,mare_stable,True
3101,Holsteiner,14,gelding,pellets,15.2,6.3,0.1,Hamburg,sand,0,pasture,11-15,gelding_pasture,True
3102,Shetlandpony,23,mare,straw,26.5,17.5,2.7,Nuremberg,impaction,0,pasture,21+,mare_pasture,True
3103,Lipizzaner,12,stallion,silage,6.0,0.8,0.7,Hamburg,displacement,0,stable,11-15,stallion_stable,True
3104,American Quarter Horse,4,stallion,hay,14.9,10.0,0.5,Hamburg,impaction,0,stable,0-5,stallion_stable,True
3105,Arabisches Vollblut,24,stallion,silage,26.5,14.0,0.0,Stuttgart,displacement,0,paddock,21+,stallion_paddock,True
3106,Trakehner,18,mare,silage,2.8,-3.3,0.3,Nuremberg,displacement,0,stable,16-20,mare_stable,True
3107,Englische Vollblüter,6,stallion,corn,25.4,14.4,0.0,Stuttgart,sand,0,stable,6-10,stallion_stable,True
3108,Oldenburger,6,gelding,straw,2.4,-5.1,0.0,Frankfurt,sand,0,stable,6-10,gelding_stable,True
3109,American Quarter Horse,14,mare,silage,14.0,7.0,2.8,Leipzig,displacement,0,stable,11-15,mare_stable,True
3110,Andalusier,6,gelding,corn,1.1,-2.2,8.0,Frankfurt,gas,0,paddock,6-10,gelding_paddock,True
3111,Lipizzaner,18,stallion,fresh grass,22.9,11.2,0.0,Nuremberg,torsion,0,stable,16-20,stallion_stable,True
3112,Württemberger,20,mare,pellets,10.2,6.2,8.2,Frankfurt,displacement,0,stable,16-20,mare_stable,True
3113,Islandpferd,28,mare,pellets,5.1,-0.5,0.0,Hamburg,sand,0,stable,21+,mare_stable,True
3114,Arabisches Vollblut,24,gelding,hay,13.1,10.1,4.2,Munich,impaction,0,stable,21+,gelding_stable,True
3115,Haflinger,23,gelding,pellets,11.1,4.3,0.0,Berlin,impaction,0,paddock,21+,gelding_paddock,True
3116,Appaloosa,26,gelding,hay,2.2,-3.3,0.5,Nuremberg,displacement,0,stable,21+,gelding_stable,True
3117,Appaloosa,13,gelding,pellets,25.3,9.9,0.3,Nuremberg,torsion,0,pasture,11-15,gelding_pasture,True
3118,Trakehner,21,gelding,fresh grass,15.9,4.4,0.1,Hanover,impaction,0,paddock,21+,gelding_paddock,True
3119,Deutsches Reitpony,12,stallion,straw,22.9,11.4,4.3,Frankfurt,torsion,0,pasture,11-15,stallion_pasture,True
3120,Paint Horse,2,gelding,straw,19.4,12.6,0.1,Munich,sand,0,paddock,0-5,gelding_paddock,True
3121,Paint Horse,4,stallion,silage,9.6,1.1,0.0,Munich,displacement,0,stable,0-5,stallion_stable,True
3122,Haflinger,10,stallion,pellets,15.9,5.0,0.0,Berlin,gas,0,stable,6-10,stallion_stable,True
3123,Appaloosa,3,mare,pellets,31.5,21.4,0.0,Hanover,gas,0,pasture,0-5,mare_pasture,True
3124,Westfale,8,stallion,silage,15.6,7.4,1.8,Stuttgart,displacement,0,pasture,6-10,stallion_pasture,True
3125,Haflinger,21,stallion,haylage,17.6,10.3,0.1,Hamburg,displacement,0,stable,21+,stallion_stable,True
3126,Oldenburger,12,stallion,fresh grass,8.8,3.5,1.8,Dresden,spasmodic,0,stable,11-15,stallion_stable,True
